,age,gender,country,education,experience_prog,programming_lang_c,experience_ml,industry,company_size_g,team_size_g,role_group,salary_avg
1231,55-59,Man,Italy,High school,10-20 years,4,Under 1 year,Accounting/Finance,Small,No team,Other,500.0
1235,22-24,Woman,Russia,Master’s degree,< 1 years,3,Under 1 year,Marketing/CRM,Large,Medium,Data Analyst,1500.0
1251,45-49,Man,UK,Master’s degree,20+ years,3,20 or more years,Broadcasting/Communications,Large,Small,Data Scientist,137500.0
1253,25-29,Man,Russia,Master’s degree,3-5 years,3,2-3 years,Accounting/Finance,Large,Large,Data Scientist,35000.0
1281,30-34,Man,Russia,I prefer not to answer,< 1 years,1,No experience,Energy/Mining,Large,Medium,Data Analyst,1500.0
1283,25-29,Man,Italy,Master’s degree,1-3 years,1,1-2 years,Accounting/Finance,Small,Small,Data Scientist,1500.0
1284,35-39,Man,Spain,Doctoral degree,10-20 years,3,5-10 years,Academics/Education,Large,Large,Data Scientist,1500.0
1299,40-44,Man,Ireland,Doctoral degree,1-3 years,2,3-4 years,Academics/Education,Medium,Small,Data Engineer,45000.0
1300,22-24,Man,Russia,Master’s degree,1-3 years,2,Under 1 year,Academics/Education,Small,Small,Data Scientist,500.0
1308,25-29,Man,Russia,Master’s degree,< 1 years,1,No experience,Medical/Pharmaceutical,Large,Small,Other,8750.0
1310,45-49,Man,Spain,Master’s degree,1-3 years,1,3-4 years,Computers/Technology,Medium,Medium,Data Scientist,55000.0
1317,30-34,Man,France,Master’s degree,1-3 years,4,Under 1 year,Computers/Technology,Large,Large,Data Scientist,35000.0
1321,18-21,Man,Russia,Master’s degree,1-3 years,1,1-2 years,Computers/Technology,Large,Large,Data Engineer,85000.0
1323,40-44,Man,Russia,High school,1-3 years,3,Under 1 year,Retail/Sales,Large,No team,Other,22500.0
1330,50-54,Man,Germany,Bachelor’s degree,20+ years,2,Under 1 year,Online Service/Internet-based Services,Small,No team,Data Engineer,112500.0
1336,25-29,Man,Spain,Doctoral degree,1-3 years,3,2-3 years,Academics/Education,Small,Small,Data Scientist,17500.0
1346,22-24,Woman,Ukraine,Master’s degree,5-10 years,2,3-4 years,Accounting/Finance,Small,Small,Data Scientist,39176.71626648631
1349,30-34,Man,UK,Bachelor’s degree,< 1 years,1,Under 1 year,Computers/Technology,Large,Large,Data Engineer,85000.0
1353,35-39,Man,Russia,Bachelor’s degree,10-20 years,4,Under 1 year,Broadcasting/Communications,Small,Small,Data Engineer,17500.0
1359,25-29,Man,Spain,Master’s degree,1-3 years,3,No experience,Medical/Pharmaceutical,Large,Large,Other,35000.0
1364,35-39,Man,Russia,Some college,10-20 years,3,No experience,Computers/Technology,Large,Large,Data Engineer,55000.0
1365,30-34,Man,Poland,Bachelor’s degree,5-10 years,3,4-5 years,Computers/Technology,Medium,Large,Data Scientist,65000.0
1367,30-34,Man,France,Master’s degree,3-5 years,3,1-2 years,Manufacturing/Fabrication,Large,Small,Data Analyst,55000.0
1369,35-39,Man,Russia,Doctoral degree,5-10 years,4,Under 1 year,Academics/Education,Large,Small,Data Engineer,8750.0
1370,22-24,Man,Russia,Bachelor’s degree,< 1 years,1,Under 1 year,Marketing/CRM,Medium,Small,Data Scientist,95000.0
1378,45-49,Woman,Austria,Master’s degree,5-10 years,2,No experience,Other,Small,Small,Other,27500.0
1379,30-34,Man,Russia,Master’s degree,3-5 years,1,5-10 years,Accounting/Finance,Large,Large,Data Engineer,45000.0
1394,22-24,Woman,Romania,Master’s degree,5-10 years,2,Under 1 year,Computers/Technology,Small,No team,Data Engineer,1500.0
1409,40-44,Man,Italy,High school,20+ years,3,2-3 years,Computers/Technology,Small,No team,Data Engineer,35000.0
1411,25-29,Man,UK,Master’s degree,3-5 years,3,1-2 years,Insurance/Risk Assessment,Large,Small,Data Analyst,55000.0
1429,45-49,Man,UK,Bachelor’s degree,20+ years,3,3-4 years,Retail/Sales,Large,Medium,Data Analyst,55000.0
1442,45-49,Man,UK,Master’s degree,5-10 years,2,Under 1 year,Accounting/Finance,Medium,No team,Other,112500.0
1458,22-24,Man,Poland,Master’s degree,1-3 years,1,Under 1 year,Manufacturing/Fabrication,Large,Small,Data Analyst,17500.0
1459,50-54,Man,Spain,Master’s degree,20+ years,4,5-10 years,Military/Security/Defense,Medium,No team,Other,55000.0
1461,30-34,Man,Poland,Master’s degree,10-20 years,3,3-4 years,Online Service/Internet-based Services,Large,Large,Data Engineer,137500.0
1464,18-21,Man,Russia,Bachelor’s degree,< 1 years,4,1-2 years,Academics/Education,Small,Small,Data Scientist,500.0
1475,30-34,Man,Russia,Bachelor’s degree,< 1 years,1,No experience,Other,Small,No team,Data Analyst,2500.0
1484,30-34,Man,Netherlands,Master’s degree,5-10 years,1,4-5 years,Retail/Sales,Large,Small,Data Scientist,75000.0
1487,35-39,Woman,UK,Master’s degree,5-10 years,1,1-2 years,Computers/Technology,Large,Large,Data Engineer,85000.0
1499,22-24,Man,Russia,Professional doctorate,1-3 years,1,Under 1 year,Manufacturing/Fabrication,Small,Small,Other,4500.0
1501,18-21,Man,Poland,High school,1-3 years,2,Under 1 year,Hospitality/Entertainment/Sports,Small,No team,Data Engineer,500.0
1502,30-34,Man,France,Master’s degree,10-20 years,1,1-2 years,Medical/Pharmaceutical,Medium,Small,Data Analyst,35000.0
1504,22-24,Man,Denmark,Master’s degree,1-3 years,1,1-2 years,Accounting/Finance,Small,Small,Data Scientist,17500.0
1505,22-24,Man,Belarus,Master’s degree,1-3 years,2,1-2 years,Computers/Technology,Large,Medium,Data Engineer,12500.0
1506,35-39,Man,Switzerland,Master’s degree,5-10 years,4,3-4 years,Shipping/Transportation,Large,Small,Data Scientist,95000.0
1515,30-34,Man,Russia,Doctoral degree,3-5 years,3,4-5 years,Marketing/CRM,Medium,Small,Data Scientist,27500.0
1516,25-29,Man,Italy,Some college,3-5 years,3,Under 1 year,Shipping/Transportation,Medium,No team,Data Engineer,27500.0
1521,35-39,Man,Poland,Master’s degree,10-20 years,3,1-2 years,Accounting/Finance,Medium,Small,Data Engineer,22500.0
1526,35-39,Man,Netherlands,Doctoral degree,20+ years,1,4-5 years,Medical/Pharmaceutical,Small,Small,Data Scientist,65000.0
1530,35-39,Man,Portugal,Master’s degree,20+ years,4,1-2 years,Computers/Technology,Small,Small,Data Engineer,45000.0
1531,40-44,Man,Sweden,Master’s degree,1-3 years,2,Under 1 year,Academics/Education,Large,Medium,Data Scientist,3500.0
1534,45-49,Man,Ukraine,Doctoral degree,20+ years,3,1-2 years,Broadcasting/Communications,Small,Small,Data Analyst,22500.0
1536,30-34,Man,Belgium,Doctoral degree,3-5 years,4,2-3 years,Computers/Technology,Large,Small,Data Scientist,75000.0
1542,30-34,Man,France,Professional doctorate,3-5 years,1,2-3 years,Medical/Pharmaceutical,Small,No team,Other,112500.0
1549,22-24,Man,Spain,Some college,3-5 years,3,3-4 years,Accounting/Finance,Large,Large,Data Scientist,12500.0
1551,40-44,Man,Ukraine,Master’s degree,5-10 years,1,10-20 years,Academics/Education,Large,Small,Data Scientist,3500.0
1562,18-21,Man,Russia,Master’s degree,< 1 years,1,No experience,Energy/Mining,Medium,Small,Data Analyst,3500.0
1578,25-29,Man,Belarus,Bachelor’s degree,< 1 years,2,Under 1 year,Energy/Mining,Large,Small,Other,12500.0
1580,30-34,Man,Romania,Doctoral degree,5-10 years,2,5-10 years,Computers/Technology,Medium,Small,Data Engineer,55000.0
1591,25-29,Man,Netherlands,Master’s degree,5-10 years,2,5-10 years,Accounting/Finance,Large,Large,Data Analyst,55000.0
1596,30-34,Man,Germany,Master’s degree,5-10 years,3,5-10 years,Medical/Pharmaceutical,Medium,No team,Data Engineer,75000.0
1603,25-29,Man,Russia,Master’s degree,< 1 years,4,Under 1 year,Military/Security/Defense,Large,Small,Data Analyst,27500.0
1608,30-34,Man,UK,Master’s degree,1-3 years,4,5-10 years,Computers/Technology,Large,Medium,Data Scientist,85000.0
1610,25-29,Man,Poland,Master’s degree,5-10 years,2,2-3 years,Retail/Sales,Large,Large,Data Scientist,65000.0
1611,25-29,Woman,Poland,Master’s degree,< 1 years,1,Under 1 year,Online Service/Internet-based Services,Small,Small,Data Analyst,500.0
1614,30-34,Man,Spain,Doctoral degree,1-3 years,2,2-3 years,Academics/Education,Large,Small,Data Scientist,22500.0
1620,25-29,Man,Czech Republic,Master’s degree,10-20 years,3,4-5 years,Online Business/Internet-based Sales,Large,Medium,Data Scientist,27500.0
1628,45-49,Man,Russia,High school,< 1 years,2,Under 1 year,Academics/Education,Small,Small,Data Scientist,500.0
1632,30-34,Man,Switzerland,Master’s degree,5-10 years,2,No experience,Accounting/Finance,Large,Large,Data Analyst,39176.71626648631
1644,50-54,Man,Russia,Master’s degree,1-3 years,4,2-3 years,Medical/Pharmaceutical,Small,Small,Data Analyst,8750.0
1647,40-44,Man,Spain,Master’s degree,10-20 years,3,10-20 years,Accounting/Finance,Large,Small,Data Analyst,22500.0
1650,55-59,Man,Italy,Master’s degree,20+ years,2,5-10 years,Computers/Technology,Large,Large,Data Engineer,112500.0
1651,45-49,Man,UK,Master’s degree,10-20 years,2,4-5 years,Retail/Sales,Large,Large,Data Scientist,85000.0
1657,55-59,Man,Italy,High school,3-5 years,1,3-4 years,Computers/Technology,Large,Large,Data Analyst,35000.0
1659,45-49,Man,Portugal,Master’s degree,10-20 years,2,2-3 years,Computers/Technology,Large,Small,Data Analyst,65000.0
1664,40-44,Woman,Czech Republic,Doctoral degree,10-20 years,2,1-2 years,Computers/Technology,Large,Small,Data Scientist,27500.0
1673,40-44,Man,France,Master’s degree,1-3 years,1,Under 1 year,Accounting/Finance,Large,No team,Other,55000.0
1684,22-24,Woman,Czech Republic,Master’s degree,1-3 years,2,Under 1 year,Retail/Sales,Large,Small,Data Engineer,22500.0
1688,50-54,Man,Netherlands,High school,5-10 years,4,5-10 years,Medical/Pharmaceutical,Small,Small,Data Engineer,45000.0
1691,45-49,Man,France,Doctoral degree,3-5 years,3,Under 1 year,Academics/Education,Large,Small,Other,65000.0
1692,35-39,Man,Portugal,Doctoral degree,5-10 years,1,5-10 years,Computers/Technology,Large,Large,Data Analyst,75000.0
1693,18-21,Man,Russia,Some college,3-5 years,3,1-2 years,Academics/Education,Small,Small,Data Engineer,500.0
1704,25-29,Man,Germany,Doctoral degree,3-5 years,3,Under 1 year,Academics/Education,Medium,No team,Data Scientist,22500.0
1705,25-29,Man,Italy,Master’s degree,5-10 years,1,2-3 years,Other,Large,Large,Data Scientist,35000.0
1706,30-34,Man,Russia,Bachelor’s degree,5-10 years,1,No experience,Retail/Sales,Medium,Small,Data Scientist,22500.0
1712,30-34,Man,Switzerland,Master’s degree,5-10 years,1,5-10 years,Other,Large,Small,Data Scientist,112500.0
1713,40-44,Man,Belgium,Bachelor’s degree,20+ years,3,3-4 years,Academics/Education,Large,Small,Data Engineer,2500.0
1718,30-34,Man,Sweden,Master’s degree,10-20 years,1,5-10 years,Academics/Education,Large,Large,Other,27500.0
1723,30-34,Man,Ukraine,Master’s degree,5-10 years,2,Under 1 year,Medical/Pharmaceutical,Small,Small,Data Engineer,2500.0
1728,40-44,Man,Czech Republic,Master’s degree,10-20 years,3,3-4 years,Marketing/CRM,Large,Large,Data Engineer,75000.0
1739,25-29,Man,Russia,I prefer not to answer,1-3 years,3,Under 1 year,Computers/Technology,Small,Small,Data Engineer,2500.0
1744,35-39,Man,Germany,Master’s degree,1-3 years,1,Under 1 year,Computers/Technology,Large,Small,Data Analyst,137500.0
1749,45-49,Man,Spain,Master’s degree,20+ years,3,1-2 years,Computers/Technology,Small,Small,Data Engineer,55000.0
1750,25-29,Other,Poland,Master’s degree,3-5 years,2,Under 1 year,Marketing/CRM,Large,No team,Data Analyst,1500.0
1753,25-29,Man,Italy,Doctoral degree,3-5 years,2,2-3 years,Marketing/CRM,Small,Small,Data Scientist,27500.0
1755,25-29,Man,Belarus,Master’s degree,1-3 years,2,2-3 years,Accounting/Finance,Large,Small,Data Scientist,6250.0
1760,55-59,Man,UK,Bachelor’s degree,20+ years,3,Under 1 year,Manufacturing/Fabrication,Medium,Small,Data Engineer,65000.0
1763,25-29,Man,Russia,Master’s degree,< 1 years,1,Under 1 year,Academics/Education,Large,Small,Data Scientist,12500.0
1765,30-34,Man,UK,Master’s degree,1-3 years,2,Under 1 year,Manufacturing/Fabrication,Medium,Small,Data Analyst,12500.0
1775,22-24,Man,Romania,Bachelor’s degree,3-5 years,3,Under 1 year,Broadcasting/Communications,Large,Large,Data Analyst,27500.0
1785,25-29,Man,Ireland,Master’s degree,3-5 years,3,2-3 years,Shipping/Transportation,Small,Small,Data Engineer,45000.0
1787,40-44,Man,Germany,Master’s degree,10-20 years,4,10-20 years,Medical/Pharmaceutical,Medium,Medium,Data Analyst,112500.0
1790,25-29,Man,Poland,I prefer not to answer,< 1 years,1,No experience,Retail/Sales,Large,Small,Data Scientist,17500.0
1793,45-49,Man,Italy,Some college,20+ years,1,5-10 years,Computers/Technology,Small,Small,Data Scientist,35000.0
1796,40-44,Man,France,Master’s degree,10-20 years,3,Under 1 year,Energy/Mining,Small,Small,Data Scientist,1500.0
1797,25-29,Man,Poland,Master’s degree,1-3 years,3,Under 1 year,Accounting/Finance,Large,Large,Data Analyst,12500.0
1803,45-49,Man,UK,Bachelor’s degree,20+ years,2,Under 1 year,Accounting/Finance,Large,No team,Other,112500.0
1811,25-29,Man,Netherlands,Master’s degree,1-3 years,1,Under 1 year,Other,Small,Small,Other,45000.0
1812,40-44,Man,Germany,Doctoral degree,1-3 years,1,5-10 years,Government/Public Service,Large,Large,Other,65000.0
1823,30-34,Man,Czech Republic,Master’s degree,5-10 years,2,5-10 years,Computers/Technology,Small,Small,Data Engineer,45000.0
1845,40-44,Man,UK,Master’s degree,1-3 years,2,3-4 years,Insurance/Risk Assessment,Large,Large,Data Scientist,75000.0
1847,35-39,Man,Sweden,Doctoral degree,10-20 years,3,2-3 years,Medical/Pharmaceutical,Small,Small,Other,75000.0
1849,30-34,Man,Germany,Bachelor’s degree,< 1 years,3,No experience,Other,Large,Small,Data Analyst,55000.0
1850,25-29,Man,Russia,Doctoral degree,3-5 years,3,Under 1 year,Academics/Education,Small,No team,Data Scientist,39176.71626648631
1863,40-44,Man,Germany,Master’s degree,10-20 years,2,1-2 years,Computers/Technology,Large,Large,Data Analyst,85000.0
1866,22-24,Man,Romania,Bachelor’s degree,1-3 years,2,1-2 years,Other,Large,Large,Data Engineer,17500.0
1874,25-29,Woman,Portugal,Master’s degree,3-5 years,1,1-2 years,Academics/Education,Small,No team,Data Engineer,500.0
1875,50-54,Man,UK,Master’s degree,20+ years,3,1-2 years,Government/Public Service,Small,Small,Data Analyst,55000.0
1877,30-34,Man,Russia,Master’s degree,< 1 years,2,Under 1 year,Energy/Mining,Large,Large,Data Engineer,12500.0
1886,30-34,Woman,Germany,Master’s degree,10-20 years,2,Under 1 year,Government/Public Service,Medium,Small,Data Analyst,65000.0
1888,35-39,Woman,Spain,Master’s degree,5-10 years,3,5-10 years,Other,Large,Large,Data Scientist,65000.0
1892,35-39,Man,UK,Master’s degree,5-10 years,3,1-2 years,Accounting/Finance,Medium,Small,Data Engineer,75000.0
1899,22-24,Man,UK,Bachelor’s degree,3-5 years,2,2-3 years,Computers/Technology,Medium,Large,Other,85000.0
1904,35-39,Woman,Germany,Master’s degree,5-10 years,2,2-3 years,Government/Public Service,Large,Medium,Data Engineer,112500.0
1905,30-34,Man,Sweden,Doctoral degree,5-10 years,4,3-4 years,Academics/Education,Medium,Small,Data Scientist,35000.0
1907,40-44,Man,UK,Bachelor’s degree,3-5 years,2,3-4 years,Insurance/Risk Assessment,Large,Large,Data Scientist,112500.0
1908,25-29,Man,Portugal,Doctoral degree,5-10 years,1,4-5 years,Computers/Technology,Large,Large,Data Scientist,12500.0
1917,40-44,Man,Italy,Doctoral degree,10-20 years,3,5-10 years,Other,Large,Large,Data Scientist,45000.0
1921,25-29,Man,Netherlands,Master’s degree,1-3 years,2,1-2 years,Shipping/Transportation,Large,Large,Data Analyst,65000.0
1932,30-34,Man,Russia,Master’s degree,5-10 years,4,1-2 years,Shipping/Transportation,Large,Small,Data Engineer,27500.0
1934,40-44,Man,Germany,Master’s degree,10-20 years,3,Under 1 year,Computers/Technology,Large,Small,Data Engineer,112500.0
1942,18-21,Man,Belarus,Bachelor’s degree,1-3 years,2,Under 1 year,Computers/Technology,Large,Medium,Data Engineer,6250.0
1943,25-29,Woman,Spain,Bachelor’s degree,1-3 years,1,No experience,Medical/Pharmaceutical,Large,Small,Data Analyst,45000.0
1958,30-34,Man,Spain,Master’s degree,1-3 years,1,Under 1 year,Energy/Mining,Medium,No team,Other,35000.0
1967,25-29,Man,Poland,Master’s degree,1-3 years,3,Under 1 year,Computers/Technology,Large,Small,Data Engineer,39176.71626648631
1973,30-34,Man,Netherlands,Doctoral degree,10-20 years,2,3-4 years,Accounting/Finance,Large,Large,Data Scientist,75000.0
1976,25-29,Man,Italy,Master’s degree,1-3 years,2,1-2 years,Academics/Education,Medium,Small,Data Scientist,1500.0
1977,22-24,Man,Ukraine,Master’s degree,1-3 years,3,Under 1 year,Academics/Education,Small,Small,Data Engineer,2500.0
1996,35-39,Man,Russia,Doctoral degree,10-20 years,4,2-3 years,Computers/Technology,Small,Small,Data Engineer,35000.0
2001,45-49,Man,Romania,Master’s degree,1-3 years,2,No experience,Manufacturing/Fabrication,Large,No team,Data Engineer,12500.0
2007,30-34,Woman,Ukraine,Master’s degree,5-10 years,2,3-4 years,Government/Public Service,Medium,Small,Data Engineer,3500.0
2017,45-49,Man,France,Doctoral degree,20+ years,2,10-20 years,Medical/Pharmaceutical,Small,Small,Data Scientist,45000.0
2050,30-34,Man,Germany,Master’s degree,5-10 years,1,Under 1 year,Academics/Education,Large,Medium,Data Scientist,65000.0
2057,40-44,Woman,Germany,Doctoral degree,3-5 years,2,Under 1 year,Computers/Technology,Small,No team,Data Engineer,55000.0
2059,45-49,Man,Belgium,Master’s degree,20+ years,3,No experience,Accounting/Finance,Small,Small,Data Engineer,39176.71626648631
2061,25-29,Man,Italy,Master’s degree,3-5 years,2,2-3 years,Manufacturing/Fabrication,Small,Small,Data Scientist,1500.0
2074,35-39,Man,Sweden,Master’s degree,5-10 years,1,3-4 years,Broadcasting/Communications,Large,Small,Data Engineer,35000.0
2079,25-29,Man,Germany,Master’s degree,1-3 years,2,1-2 years,Retail/Sales,Medium,Small,Data Analyst,3500.0
2085,40-44,Man,Italy,Doctoral degree,20+ years,2,2-3 years,Academics/Education,Large,Small,Data Scientist,35000.0
2086,35-39,Man,France,Master’s degree,10-20 years,4,5-10 years,Energy/Mining,Large,Small,Data Engineer,85000.0
2088,22-24,Man,UK,Master’s degree,3-5 years,3,Under 1 year,Government/Public Service,Large,Medium,Data Scientist,45000.0
2099,45-49,Man,Netherlands,Doctoral degree,5-10 years,3,5-10 years,Shipping/Transportation,Large,Small,Data Scientist,137500.0
2100,50-54,Man,UK,Master’s degree,20+ years,4,4-5 years,Computers/Technology,Small,Small,Data Engineer,137500.0
2107,55-59,Man,Germany,Doctoral degree,20+ years,2,5-10 years,Energy/Mining,Large,Small,Data Scientist,137500.0
2111,25-29,Man,Germany,Bachelor’s degree,3-5 years,2,2-3 years,Computers/Technology,Small,Small,Data Engineer,55000.0
